Inf	13.74585	0.00075	1620.63684	579.72552	9.55129	1270.53833	423.31870	9.61095	1133.73547	511.19269	7.67104	1633.26746	1155.82727	8.18105	833.33936	1479.39844	8.97052	419.42920	296.14905	8.40920
Inf	13.74585	0.00075	1620.66577	579.74347	9.54987	1270.57703	423.33084	9.61023	1133.63171	511.60156	7.68445	1633.44226	1156.02344	8.13422	833.68164	1479.61816	8.97095	419.58783	296.30847	8.41999
Inf	13.74585	0.00075	1620.63623	579.74860	9.55045	1270.55579	423.32532	9.60958	1133.59985	511.73590	7.72974	1633.68250	1155.88843	8.10614	833.76862	1479.02002	9.02147	419.51843	296.77502	8.43873
Inf	13.74585	0.00075	1620.63550	579.73505	9.55046	1270.54248	423.33603	9.60996	1134.09521	511.73541	7.75760	1633.30042	1156.18384	8.12179	833.16125	1479.06091	9.05889	419.85144	297.07117	8.43167
Inf	13.74585	0.00075	1620.62915	579.71460	9.55045	1270.54102	423.31323	9.61062	1134.09485	511.83484	7.74724	1632.92822	1156.48120	8.11748	832.36328	1479.90210	9.06387	419.82007	297.09216	8.45148
Inf	13.74585	0.00075	1620.65149	579.73706	9.54917	1270.56445	423.32281	9.60986	1133.25122	512.18579	7.72070	1632.66577	1156.76880	8.10324	832.10138	1479.09985	9.05408	419.47040	297.41650	8.44221
Inf	13.74585	0.00075	1620.63892	579.75818	9.55061	1270.54871	423.34656	9.60961	1133.00305	512.23175	7.71512	1633.24768	1157.54187	8.18374	832.03027	1478.63843	9.03472	419.98834	297.77966	8.43292
Inf	13.74585	0.00075	1620.65503	579.76477	9.54922	1270.56384	423.35269	9.60951	1133.29810	512.27002	7.70949	1633.51038	1157.72815	8.18772	832.10687	1478.58997	9.04407	420.13525	297.97131	8.40103
Inf	13.74585	0.00075	1620.63354	579.74847	9.54953	1270.53857	423.33826	9.60915	1132.53174	512.07831	7.64910	1634.07874	1157.01648	8.23688	832.42236	1479.40820	9.05360	420.28400	297.99231	8.39911
Inf	13.74585	0.00075	1620.66724	579.77051	9.55247	1270.57739	423.36194	9.60950	1131.95691	512.10614	7.62828	1634.15344	1156.56848	8.22662	831.76099	1480.10205	9.05706	420.87811	297.29102	8.37818
