Inf	16.99954	24119.98200	861.42590	955.33630	6.96991	1590.79688	651.40271	7.02988	1205.71338	1406.84241	7.02349	1825.41736	1100.23645	7.02452
Inf	16.99954	24119.98200	861.50281	955.41846	6.96751	1590.79651	651.39978	7.02847	1205.71423	1406.83594	7.02274	1825.41638	1100.27185	7.02440
Inf	16.99954	24119.98200	861.32892	955.51825	6.97281	1590.79883	651.38818	7.02899	1205.73047	1406.85181	7.02364	1825.42078	1100.24316	7.02408
Inf	16.99954	24119.98200	861.46277	955.19635	6.97253	1590.80042	651.39746	7.02831	1205.71387	1406.82410	7.02289	1825.41797	1100.23486	7.02427
Inf	16.99954	24119.98200	861.58636	954.88867	6.97720	1590.79797	651.38586	7.03008	1205.72168	1406.83203	7.02318	1825.42676	1100.24500	7.02510
Inf	16.99954	24119.98200	861.40881	954.98041	6.97612	1590.80347	651.38165	7.02733	1205.71973	1406.83533	7.02146	1825.42542	1100.25732	7.02577
Inf	16.99954	24119.98200	861.32837	954.91504	6.97979	1590.79443	651.39917	7.02861	1205.71558	1406.83813	7.02329	1825.42188	1100.24622	7.02639
Inf	16.99954	24119.98200	861.40826	954.90405	6.97637	1590.80872	651.40112	7.02945	1205.72913	1406.84412	7.02492	1825.42456	1100.25586	7.02467
Inf	16.99954	24119.98200	861.36163	954.99927	6.97929	1590.80359	651.38837	7.02910	1205.71106	1406.82434	7.02334	1825.42834	1100.24573	7.02329
Inf	16.99954	24119.98200	861.47986	954.94250	6.97583	1590.80798	651.40515	7.02847	1205.71851	1406.83289	7.02236	1825.43909	1100.24011	7.02419
Inf	16.99954	24119.98200	861.22839	954.92065	6.98229	1590.79944	651.39941	7.02911	1205.72070	1406.84155	7.02173	1825.43396	1100.25989	7.02399
Inf	16.99954	24119.98200	861.39557	954.58264	6.98201	1590.81226	651.39703	7.02944	1205.72742	1406.82739	7.02253	1825.41956	1100.23206	7.02522
Inf	16.99954	24119.98200	861.45471	954.08038	6.98611	1590.80627	651.40405	7.02913	1205.73022	1406.83484	7.02421	1825.43506	1100.23682	7.02461
Inf	16.99954	24119.98200	861.43652	954.10767	6.98874	1590.80652	651.39557	7.02863	1205.73376	1406.84607	7.02291	1825.41479	1100.25793	7.02428
Inf	16.99954	24119.98200	861.68329	954.27441	6.98568	1590.80737	651.41400	7.02710	1205.72229	1406.84656	7.02410	1825.41492	1100.24316	7.02519
Inf	16.99954	24119.98200	861.82385	954.45129	6.98353	1590.81250	651.39496	7.02969	1205.73242	1406.84216	7.02446	1825.42224	1100.23523	7.02660
Inf	16.99954	24119.98200	861.83594	954.21222	6.98343	1590.80859	651.38947	7.02955	1205.74243	1406.83740	7.02233	1825.43018	1100.24292	7.02531
Inf	16.99954	24119.98200	861.59167	954.39258	6.98186	1590.79822	651.38641	7.03029	1205.71680	1406.84143	7.02409	1825.42419	1100.25098	7.02406
Inf	16.99954	24119.98200	861.59192	954.36554	6.98589	1590.80518	651.41553	7.02847	1205.72668	1406.83435	7.02302	1825.42957	1100.24048	7.02357
Inf	16.99954	24119.98200	861.50568	954.34259	6.98555	1590.81714	651.37854	7.02961	1205.73120	1406.83936	7.02314	1825.44214	1100.27539	7.02481
Inf	16.99954	24119.98200	861.40479	954.27087	6.98453	1590.80444	651.39233	7.02842	1205.72717	1406.84082	7.02315	1825.43860	1100.24365	7.02403
Inf	16.99954	24119.98200	861.53131	954.32520	6.98540	1590.78833	651.38715	7.02849	1205.70679	1406.84387	7.02102	1825.41553	1100.23962	7.02345
Inf	16.99954	24119.98200	861.47107	954.47986	6.98547	1590.80469	651.39557	7.02879	1205.71655	1406.86353	7.02369	1825.42920	1100.25745	7.02411
Inf	16.99954	24119.98200	861.54010	953.93280	6.98948	1590.80652	651.39142	7.02866	1205.72778	1406.83276	7.02344	1825.41699	1100.24084	7.02349
Inf	16.99954	24119.98200	861.38916	953.81403	6.99065	1590.79724	651.37921	7.02826	1205.72034	1406.81799	7.02170	1825.42822	1100.24939	7.02442
Inf	16.99954	24119.98200	861.43066	954.20740	6.99005	1590.80408	651.40149	7.02882	1205.72876	1406.83838	7.02308	1825.42566	1100.24951	7.02401
Inf	16.99954	24119.98200	861.65125	954.48242	6.98355	1590.80139	651.40314	7.02973	1205.71606	1406.82153	7.02358	1825.40967	1100.24573	7.02546
Inf	16.99954	24119.98200	861.67200	954.50763	6.98463	1590.81555	651.40228	7.02871	1205.72949	1406.81812	7.02314	1825.43311	1100.23621	7.02419
Inf	16.99954	24119.98200	861.74451	954.98828	6.98074	1590.80872	651.39734	7.02913	1205.72095	1406.82446	7.02317	1825.41943	1100.26147	7.02502
Inf	16.99954	24119.98200	861.81573	955.20795	6.97616	1590.81213	651.38745	7.02916	1205.72144	1406.83984	7.02254	1825.43469	1100.23877	7.02435
Inf	16.99954	24119.98200	861.76221	955.05371	6.97674	1590.80420	651.40527	7.02955	1205.72656	1406.83789	7.02242	1825.44006	1100.26453	7.02561
Inf	16.99954	24119.98200	861.61401	955.20679	6.97587	1590.80957	651.39606	7.02814	1205.72205	1406.85107	7.02331	1825.42554	1100.23645	7.02376
Inf	16.99954	24119.98200	861.68323	955.34778	6.97272	1590.81860	651.38440	7.02812	1205.72925	1406.83032	7.02297	1825.42358	1100.24707	7.02465
Inf	16.99954	24119.98200	861.45349	955.10828	6.97293	1590.81616	651.40253	7.02928	1205.72937	1406.82507	7.02305	1825.43750	1100.24329	7.02344
