Inf	27.70010	0.01900	1042.55188	662.08014	3.68796	1580.19751	830.46497	3.32904	1764.24121	1051.70947	3.40567	1745.47131	429.07434	3.37969	821.38428	1428.15393	3.51033
Inf	27.70010	0.01900	1042.57275	662.07629	3.68801	1580.90918	830.17163	3.34415	1764.83301	1051.06543	3.36566	1745.02185	429.31177	3.31341	821.19635	1428.62280	3.50615
Inf	27.70010	0.01900	1042.55676	662.07495	3.68855	1581.70093	830.20203	3.34958	1765.19861	1051.23206	3.42418	1744.90698	429.10254	3.29048	821.51465	1428.27856	3.52205
Inf	27.70010	0.01900	1042.56018	662.08191	3.68937	1581.66504	830.48572	3.33569	1766.09656	1052.03113	3.40377	1744.45020	428.45288	3.32920	821.59668	1429.30957	3.49115
Inf	27.70010	0.01900	1042.56055	662.06628	3.68970	1580.41809	830.14844	3.30500	1766.14685	1052.22290	3.41779	1744.50684	427.40540	3.35011	820.28827	1429.32349	3.50762
Inf	27.70010	0.01900	1042.54944	662.06482	3.68837	1580.34216	830.16248	3.27728	1765.58923	1052.64246	3.44116	1744.54712	428.70142	3.31752	820.58704	1428.52893	3.51415
Inf	27.70010	0.01900	1042.55334	662.06384	3.68948	1579.86853	829.09875	3.33302	1764.96143	1053.20142	3.43638	1743.10156	428.25977	3.32731	820.83936	1428.25269	3.53513
Inf	27.70010	0.01900	1042.55164	662.06836	3.68885	1580.32031	828.50494	3.33915	1764.52954	1052.89038	3.45758	1743.93713	428.50110	3.43669	820.55225	1428.24902	3.54550
Inf	27.70010	0.01900	1042.54871	662.06696	3.68827	1579.12781	828.61542	3.37365	1764.73462	1052.43140	3.47170	1744.31665	427.08936	3.45172	820.65393	1427.96484	3.54823
Inf	27.70010	0.01900	1042.55017	662.05664	3.68806	1578.22119	829.80688	3.42239	1765.91736	1052.38818	3.41884	1743.28809	427.56641	3.43999	820.24066	1427.83435	3.57457
Inf	27.70010	0.01900	1042.55688	662.05920	3.68892	1578.26941	829.12225	3.43632	1765.18579	1052.42993	3.47014	1743.56604	426.89575	3.36839	819.51196	1427.33911	3.62560
Inf	27.70010	0.01900	1042.55334	662.06433	3.68756	1577.96509	830.03198	3.44569	1763.85620	1051.90039	3.44488	1742.19666	427.40942	3.38021	818.51648	1427.18652	3.57922
Inf	27.70010	0.01900	1042.55676	662.07098	3.68747	1577.68042	829.54584	3.39241	1763.79504	1051.61084	3.38872	1741.58655	428.26099	3.36858	819.96362	1427.36841	3.63773
