Inf	0.00000	0.00275	1489.06519	794.54352	4.33097	1604.33203	477.05997	4.33259	847.32404	238.51349	4.32654	936.53491	582.09155	3.77196	1157.66138	356.40271	4.20716	1954.50354	513.49243	4.08233	412.13141	454.43030	4.77303	1991.21033	353.66968	4.31474	1027.68884	1227.19922	4.33257	328.46078	1153.76611	4.47470
Inf	0.00000	0.00275	1489.11804	794.36975	4.33719	1604.19226	477.03394	4.33060	846.86194	237.80237	4.32367	937.21484	581.32861	4.28704	1158.36816	357.03149	4.20866	1954.87683	513.28906	4.07912	412.16330	454.01746	4.67829	1991.12122	353.65210	4.31582	1028.07739	1227.07373	4.32653	328.24261	1154.50562	4.46792
Inf	0.00000	0.00275	1488.92749	794.48126	4.33315	1604.29785	477.07605	4.33298	847.15942	237.94263	4.32418	937.69989	581.92358	4.29235	1157.55762	357.55798	4.20755	1954.26184	514.05994	4.08693	412.35205	454.94775	4.65553	1991.19238	353.65283	4.31526	1028.04431	1227.03711	4.32599	328.66696	1154.39575	4.46669
Inf	0.00000	0.00275	1489.08313	794.40833	4.33660	1604.38184	477.02551	4.33204	847.18030	238.32751	4.32312	938.01239	582.23889	4.43189	1157.66162	358.35315	4.19800	1953.02307	513.83374	4.06546	412.55725	455.19092	4.75115	1991.20862	353.58423	4.31533	1027.89502	1226.82959	4.33450	327.52399	1154.71143	4.45397
Inf	0.00000	0.00275	1489.24365	794.49402	4.33304	1604.26343	477.06439	4.33004	847.22003	238.31122	4.32385	937.94495	581.74463	3.82505	1157.04614	358.42883	4.19683	1952.60754	513.29846	4.07336	412.68912	455.08276	4.76737	1991.08496	353.40698	4.31855	1028.01855	1227.15527	4.32461	326.68176	1153.96558	4.45075
Inf	0.00000	0.00275	1489.50720	794.29443	4.33034	1604.19556	476.98651	4.33171	847.32068	238.38379	4.31874	937.41370	582.08228	3.87723	1157.82642	358.77869	4.20015	1952.96265	513.42493	4.09122	412.45001	454.44910	4.76026	1991.20471	353.59839	4.31627	1027.80750	1227.09302	4.32999	327.33002	1154.05518	4.44395
Inf	0.00000	0.00275	1489.28186	794.39893	4.33191	1604.30432	477.07333	4.32965	847.32269	238.69226	4.32447	937.24176	581.85193	3.88350	1157.45959	359.29199	4.19158	1953.32910	513.71814	4.06171	412.51990	455.47119	4.69101	1991.04565	353.42236	4.31981	1027.81763	1227.24976	4.32457	326.99609	1153.68018	4.44808
Inf	0.00000	0.00275	1489.44116	794.42596	4.33150	1604.25427	477.02374	4.33226	847.40338	238.53003	4.31997	937.85571	581.76904	3.88494	1157.36206	359.02283	4.20409	1954.14001	514.09424	4.05106	412.61707	454.71411	4.75782	1991.07764	353.46338	4.31959	1027.84436	1227.19458	4.32899	326.74042	1152.67114	4.44035
Inf	0.00000	0.00275	1489.17773	794.35052	4.33426	1604.21228	476.95319	4.32722	847.35706	238.65698	4.32370	937.07159	581.51709	3.93838	1156.37317	359.52710	4.20426	1952.85107	514.10596	4.06037	413.82098	455.25049	4.73900	1991.06812	353.47461	4.31960	1027.50305	1227.23804	4.32596	326.32178	1154.13062	4.45624
Inf	0.00000	0.00275	1489.47241	794.29602	4.33155	1604.26221	477.07651	4.32438	847.15039	238.15723	4.31906	935.75354	581.57446	3.97432	1156.20776	359.20752	4.19488	1953.47021	513.80762	4.04954	413.25702	455.33655	4.71414	1991.11157	353.58545	4.31854	1027.82068	1227.10303	4.32669	325.92670	1153.73535	4.45682
Inf	0.00000	0.00275	1489.27344	794.47937	4.32525	1604.24219	477.06036	4.32543	847.13843	238.14697	4.31858	936.84662	581.26270	3.96272	1156.48755	359.82800	4.18453	1953.96484	514.07617	4.05150	413.35803	454.95178	4.70391	1991.25916	353.63403	4.31801	1027.75891	1227.11914	4.32771	326.08487	1154.26904	4.44879
