Inf	14.26277	1080.00150	1909.35693	396.28967	5.97529	970.11938	813.71094	5.74796	1320.67139	1196.47803	5.91033
Inf	14.26277	1080.00150	1909.38062	396.39288	5.98764	969.93933	813.88910	5.75627	1321.29858	1196.72705	5.92182
Inf	14.26277	1080.00150	1909.56372	395.86227	5.99215	970.25684	813.54053	5.73878	1321.17126	1196.43237	5.91655
Inf	14.26277	1080.00150	1909.51758	395.48111	5.98693	969.84369	813.09479	5.73875	1320.88757	1196.91235	5.92107
Inf	14.26277	1080.00150	1909.38916	396.04260	5.99298	969.75146	813.35333	5.73783	1320.78467	1196.74536	5.92819
Inf	14.26277	1080.00150	1910.06152	395.77728	5.99757	969.75696	813.83826	5.73892	1321.22876	1196.73291	5.92367
Inf	14.26277	1080.00150	1909.75159	395.44910	5.98832	969.76569	813.98517	5.72949	1320.89941	1196.53064	5.91832
Inf	14.26277	1080.00150	1909.33838	395.58997	5.98283	969.64502	814.02411	5.71888	1320.81921	1196.58606	5.90791
Inf	14.26277	1080.00150	1909.81299	395.54160	5.98653	969.82678	813.82135	5.71896	1321.18298	1196.21582	5.89745
Inf	14.26277	1080.00150	1909.30872	395.11469	5.98393	969.30133	813.80579	5.70794	1321.01343	1196.72534	5.88057
Inf	14.26277	1080.00150	1909.58679	395.19006	5.98607	969.75793	813.56775	5.71126	1320.80627	1196.96057	5.86979
Inf	14.26277	1080.00150	1909.49524	395.52390	5.97501	969.18542	813.27808	5.70840	1320.48779	1196.77551	5.86865
Inf	14.26277	1080.00150	1909.35864	395.71609	5.97429	969.56396	813.65753	5.71539	1319.96826	1196.96594	5.85848
Inf	14.26277	1080.00150	1909.58582	396.41083	5.96531	969.43445	813.45544	5.72602	1320.50464	1197.28723	5.87318
Inf	14.26277	1080.00150	1909.30884	395.95264	5.97357	969.55255	813.77905	5.73782	1320.84753	1197.02734	5.88318
Inf	14.26277	1080.00150	1909.30249	395.67523	5.96623	969.46588	813.51013	5.73451	1320.19055	1196.81787	5.87162
Inf	14.26277	1080.00150	1909.24390	395.80545	5.97136	969.42023	814.08490	5.74022	1320.62622	1197.42090	5.85661
Inf	14.26277	1080.00150	1909.21252	395.72461	5.97651	969.03040	814.45569	5.73489	1320.88025	1197.42236	5.86858
Inf	14.26277	1080.00150	1909.25537	395.47156	5.98057	968.83490	814.69965	5.73335	1321.16333	1197.47046	5.86332
Inf	14.26277	1080.00150	1909.13257	395.40234	5.97167	968.75311	814.72998	5.73799	1321.09204	1197.78174	5.86313
Inf	14.26277	1080.00150	1909.17444	395.31512	5.97580	968.29230	815.05243	5.74262	1320.82996	1197.83887	5.86876
Inf	14.26277	1080.00150	1908.58948	395.19147	5.96681	968.52612	814.63818	5.74451	1321.16504	1198.09912	5.86314
Inf	14.26277	1080.00150	1908.73291	395.02863	5.96364	968.58313	814.34021	5.75746	1321.22632	1197.72461	5.86156
Inf	14.26277	1080.00150	1909.28198	394.77344	5.96086	968.94446	814.59668	5.74687	1321.47729	1197.91541	5.85821
Inf	14.26277	1080.00150	1909.51501	394.96429	5.95301	968.92798	814.71515	5.74450	1320.89014	1198.10767	5.85042
Inf	14.26277	1080.00150	1909.70068	394.94202	5.96351	968.39398	814.24670	5.74777	1320.62439	1198.39075	5.84866
Inf	14.26277	1080.00150	1909.74426	394.78204	5.96601	968.21191	813.99139	5.75505	1320.76477	1198.29150	5.83863
Inf	14.26277	1080.00150	1909.49512	394.54980	5.96163	968.48669	814.10986	5.76083	1320.40503	1197.93848	5.83501
Inf	14.26277	1080.00150	1908.85571	394.65228	5.96613	968.55786	814.18292	5.76433	1320.22937	1197.98279	5.83875
Inf	14.26277	1080.00150	1908.44922	394.94458	5.98078	968.62769	814.27643	5.76102	1320.36926	1198.40552	5.84122
Inf	14.26277	1080.00150	1908.32397	394.31366	5.97005	968.87006	814.18494	5.74673	1320.45874	1197.73645	5.86571
Inf	14.26277	1080.00150	1907.92102	394.72290	5.97350	968.24341	814.54773	5.75044	1319.93481	1197.51880	5.86875
Inf	14.26277	1080.00150	1907.90234	395.09485	5.97029	968.14301	814.68396	5.76206	1320.13037	1197.71106	5.86889
Inf	14.26277	1080.00150	1907.86292	395.33221	5.96941	968.72284	814.58325	5.76055	1320.14600	1197.32349	5.84969
Inf	14.26277	1080.00150	1908.03284	395.52838	5.97253	969.06866	814.34442	5.76855	1319.77808	1197.44751	5.84947
Inf	14.26277	1080.00150	1908.50903	395.32758	5.96744	969.22894	813.91357	5.78574	1319.24707	1197.35754	5.85814
Inf	14.26277	1080.00150	1908.56665	395.07199	5.97057	969.44189	813.94592	5.80731	1319.14099	1197.42346	5.85966
Inf	14.26277	1080.00150	1908.58862	395.33664	5.97042	969.45190	813.93335	5.81460	1319.24951	1197.30676	5.85221
Inf	14.26277	1080.00150	1908.37769	395.38080	5.97620	969.65015	814.05304	5.80190	1319.51501	1197.23438	5.84160
Inf	14.26277	1080.00150	1908.56714	395.10605	5.98161	970.00665	814.62329	5.79977	1319.95862	1196.87109	5.84823
Inf	14.26277	1080.00150	1908.40625	395.16879	5.98855	969.35083	814.80518	5.79619	1319.73499	1197.66187	5.83974
Inf	14.26277	1080.00150	1908.11084	395.49475	5.99141	969.51135	815.13586	5.79474	1319.48877	1197.74329	5.84966
