Inf	29.55908	1080.00150	1899.88318	391.25458	6.42278	971.36334	813.89722	6.68438	1322.87195	1200.33154	6.70981
Inf	29.55908	1080.00150	1899.47131	391.50821	6.42587	971.17615	814.15533	6.68257	1323.05591	1200.10730	6.68908
Inf	29.55908	1080.00150	1899.94653	391.40466	6.43160	970.94940	814.11957	6.68027	1322.89941	1200.48633	6.70071
Inf	29.55908	1080.00150	1899.91174	391.46436	6.43652	971.10974	814.27563	6.68150	1322.38123	1200.37146	6.71487
Inf	29.55908	1080.00150	1900.05664	391.15576	6.42591	970.78467	814.04376	6.67835	1321.82153	1199.94604	6.69928
Inf	29.55908	1080.00150	1900.21033	390.81390	6.42558	970.58313	813.99902	6.67674	1321.82544	1200.02917	6.70623
Inf	29.55908	1080.00150	1900.43579	390.75107	6.43853	970.74768	813.90643	6.70041	1322.47852	1200.10449	6.71734
Inf	29.55908	1080.00150	1899.87183	390.72079	6.44727	970.94043	813.06671	6.69243	1322.50159	1200.32092	6.71665
Inf	29.55908	1080.00150	1900.26514	390.72729	6.44431	971.00073	812.55597	6.69083	1322.64771	1200.05591	6.71161
Inf	29.55908	1080.00150	1900.29102	390.85568	6.43983	970.96173	812.46405	6.67710	1322.55884	1199.90039	6.69661
Inf	29.55908	1080.00150	1899.96875	390.75677	6.43773	970.72687	813.13196	6.68670	1322.44226	1199.97339	6.69600
Inf	29.55908	1080.00150	1900.27710	391.26901	6.44074	970.66040	813.77466	6.69549	1322.57080	1200.02783	6.70077
Inf	29.55908	1080.00150	1900.12891	391.09946	6.43224	970.93970	813.60645	6.69013	1322.03418	1199.81531	6.70871
Inf	29.55908	1080.00150	1900.00073	390.49591	6.45306	971.02240	813.29926	6.67747	1321.83044	1199.66187	6.69746
Inf	29.55908	1080.00150	1899.90417	390.68130	6.45720	970.88306	813.45270	6.65998	1321.89307	1200.28918	6.71345
Inf	29.55908	1080.00150	1900.17554	390.95868	6.43115	970.91187	813.26495	6.67556	1321.70215	1200.47827	6.71066
Inf	29.55908	1080.00150	1900.33936	390.84512	6.42931	970.47314	813.78485	6.68879	1321.76685	1200.21558	6.72283
Inf	29.55908	1080.00150	1900.01538	390.72217	6.43248	970.49194	813.52911	6.67205	1322.36011	1199.85278	6.71568
Inf	29.55908	1080.00150	1900.20703	390.90662	6.43680	970.51953	813.84729	6.68750	1322.16785	1200.35522	6.70769
Inf	29.55908	1080.00150	1900.22888	391.14868	6.42529	970.53125	813.34467	6.69119	1322.59302	1200.50537	6.69894
Inf	29.55908	1080.00150	1900.02026	390.91226	6.43238	970.93884	813.29425	6.68173	1323.21411	1200.50293	6.71511
Inf	29.55908	1080.00150	1900.04919	390.69727	6.42858	970.65326	813.75946	6.69769	1323.58398	1200.49683	6.70664
Inf	29.55908	1080.00150	1900.08301	390.92035	6.42590	970.62952	813.49268	6.69205	1323.26709	1200.07202	6.71284
Inf	29.55908	1080.00150	1900.02734	390.57306	6.43068	970.78119	813.73596	6.69165	1322.87634	1200.33215	6.71571
Inf	29.55908	1080.00150	1899.96594	390.61993	6.43163	970.72107	813.62860	6.68339	1322.83337	1200.39893	6.71619
Inf	29.55908	1080.00150	1900.08411	390.38586	6.43023	971.36963	813.38141	6.70256	1322.47925	1200.20313	6.71352
Inf	29.55908	1080.00150	1899.98657	390.75458	6.43772	970.76593	813.28259	6.68683	1322.24902	1199.57385	6.73397
Inf	29.55908	1080.00150	1900.04138	391.08197	6.43150	971.02686	813.35376	6.68726	1322.20300	1200.01001	6.70862
Inf	29.55908	1080.00150	1900.13538	391.00720	6.42322	971.66034	813.11230	6.70130	1322.27856	1200.06653	6.70608
Inf	29.55908	1080.00150	1900.29431	390.73627	6.43302	971.09863	812.66113	6.69362	1322.13086	1199.55969	6.70546
Inf	29.55908	1080.00150	1900.04529	391.07642	6.43418	971.81287	813.10907	6.69888	1322.67029	1199.84949	6.71641
Inf	29.55908	1080.00150	1900.17822	390.63193	6.45902	971.71448	812.82825	6.67901	1322.75854	1199.94629	6.70501
