Inf	13.45004	-0.00350	1135.72168	1284.67029	4.04179	1329.11182	983.79333	3.13181	685.07245	1196.08276	3.28489	471.71469	1050.84900	2.22430	831.83990	600.88000	3.24169	355.72717	1344.42944	0.36808	1266.75415	356.30225	2.91300
Inf	13.45004	-0.00350	1135.72742	1284.68384	4.04028	1328.66199	984.31354	3.11316	684.10632	1194.79407	3.28533	471.28140	1050.74829	2.21077	831.21973	601.06030	3.24474	355.83661	1344.36987	0.16801	1266.68640	356.61719	2.89387
Inf	13.45004	-0.00350	1135.71082	1284.67480	4.04188	1329.04578	984.62805	3.11772	683.98462	1195.09241	3.51789	470.98315	1050.79565	2.24217	833.03009	600.90125	3.25645	355.77121	1344.42212	0.14771	1266.16309	356.84595	2.88368
Inf	13.45004	-0.00350	1135.71875	1284.69287	4.04162	1330.26379	984.76221	3.14556	683.74036	1194.55444	3.52200	471.85529	1051.47327	2.27573	833.70508	602.14294	3.23396	355.84122	1344.49561	0.16309	1266.92529	356.53271	2.86709
Inf	13.45004	-0.00350	1135.71887	1284.69971	4.04134	1329.93921	985.12402	3.15092	683.80707	1194.86572	3.49959	472.46106	1051.44788	2.26402	834.44116	603.00439	3.23107	355.87585	1337.98291	-0.15275	1266.89258	356.62231	2.87455
Inf	13.45004	-0.00350	1135.72180	1284.68274	4.04118	1329.79590	985.16602	3.14145	684.10840	1194.22852	3.54479	472.75275	1051.85779	2.26949	834.87451	602.59155	3.18977	355.86243	1344.10205	0.26672	1267.11487	357.03101	2.86381
Inf	13.45004	-0.00350	1135.72510	1284.68604	4.04129	1329.07605	984.27283	3.14669	683.42932	1193.77905	3.56665	472.74533	1051.21619	2.29013	835.11627	603.00098	3.20191	355.89032	1337.93408	-10.94549	1267.40637	356.47290	2.84050
Inf	13.45004	-0.00350	1135.71851	1284.70215	4.04423	1329.32629	984.36206	3.14148	683.47925	1194.01270	3.54135	472.59595	1050.93701	2.31283	835.58954	602.52759	3.18698	355.84271	1344.15674	0.14533	1267.78784	356.54834	2.83300
Inf	13.45004	-0.00350	1135.71362	1284.69263	4.04234	1329.75415	984.29352	3.13507	683.22131	1193.77356	3.60944	472.71317	1051.43250	2.31289	835.75464	602.78870	3.12557	355.92377	1337.94556	70.06319	1267.51843	355.74756	2.81313
Inf	13.45004	-0.00350	1135.71716	1284.69348	4.04121	1330.18811	984.10498	3.11368	683.38562	1193.79321	3.57316	472.26099	1051.00537	2.29698	835.47003	602.81335	3.15934	355.92700	1337.94067	-3.95473	1267.34985	355.70483	2.83997
Inf	13.45004	-0.00350	1135.71838	1284.68152	4.04223	1330.05542	983.21686	3.09456	683.39606	1194.33545	3.59960	472.53955	1052.19714	2.28929	835.66370	603.19983	3.17167	355.85544	1337.83008	-3.64220	1266.80200	356.29150	2.83768
Inf	13.45004	-0.00350	1135.70874	1284.65869	4.04020	1330.77881	983.05853	3.08881	683.77356	1193.85168	3.59848	472.16873	1051.80847	2.25719	835.66882	603.44250	3.18038	355.86737	1344.14600	0.16903	1266.26111	355.79541	2.80693
