Inf	8.45018	-0.00200	1135.77100	1284.49988	4.04988	1330.19702	983.93182	3.06500	686.98218	1196.82861	3.49181	473.12433	1049.40027	2.22725	836.16785	601.05542	3.17680	379.73883	1315.32666	-0.34122	1266.12476	365.31445	3.01550
Inf	8.45018	-0.00200	1135.76172	1284.48779	4.04814	1330.38257	984.23187	3.06763	687.47815	1197.15552	3.50211	472.91107	1050.22449	2.20709	835.77515	601.25635	3.15478	379.75961	1315.42773	0.16181	1267.21924	364.87378	3.02128
Inf	8.45018	-0.00200	1135.73242	1284.48779	4.04602	1330.55920	983.73047	3.05741	686.66718	1197.16626	3.48423	472.71271	1049.88196	2.21153	835.11078	601.45313	3.16652	379.70013	1315.45288	1.45814	1267.69519	365.20605	2.99740
Inf	8.45018	-0.00200	1135.73657	1284.50867	4.04702	1330.89612	983.76404	3.05480	687.89038	1197.70667	3.50506	473.62750	1049.73279	2.20632	835.11328	602.04517	3.20259	379.85742	1315.35425	5.97703	1267.65527	364.85425	2.99174
Inf	8.45018	-0.00200	1135.74731	1284.50110	4.04599	1331.09534	983.81348	3.05635	687.22974	1198.58350	3.50006	473.86075	1050.20605	2.27410	834.71002	602.21619	3.22605	379.84714	1315.39990	5.33694	1267.22986	365.15015	2.98487
Inf	8.45018	-0.00200	1135.75781	1284.53052	4.04618	1330.62146	983.43646	3.06164	686.78198	1198.43384	3.30493	474.44580	1049.80676	2.25133	834.65894	602.33813	3.23496	379.88879	1314.99927	6.67189	1266.98096	365.85596	2.98371
Inf	8.45018	-0.00200	1135.76270	1284.54480	4.04893	1330.54565	983.89526	3.07936	687.07098	1199.06421	3.49462	473.71896	1049.43433	2.24943	834.52289	603.08704	3.25419	379.77707	1315.02197	6.41085	1266.88831	365.83643	2.97644
Inf	8.45018	-0.00200	1135.77307	1284.54199	4.05024	1330.36731	984.13281	3.06145	686.41846	1198.78931	3.52712	473.75671	1049.41370	2.23455	833.87872	602.09436	3.19201	379.87335	1314.88062	4.11513	1266.88928	366.20117	3.04842
Inf	8.45018	-0.00200	1135.76831	1284.54846	4.05029	1330.14990	984.75256	3.06739	686.31305	1198.49719	3.52836	473.76923	1048.89392	2.20424	833.84497	602.26563	3.22063	379.89658	1314.98975	38.42379	1266.99731	367.12842	3.03191
Inf	8.45018	-0.00200	1135.74487	1284.53979	4.05094	1330.53882	984.77728	3.05908	686.98816	1199.00391	3.60037	473.58371	1049.15466	2.21807	834.41565	601.61316	3.22583	379.88895	1315.01587	-4.33922	1267.06616	367.22998	3.02848
