Inf	0.45041	-0.00250	1135.90247	1284.20837	4.05814	1330.21753	978.10059	3.12381	690.01385	1193.15796	3.32592	475.20776	1052.62476	2.28452	835.79346	603.05603	3.26696	380.04047	1314.76147	6.03460	1263.29590	362.66187	2.83308
Inf	0.45041	-0.00250	1135.92017	1284.20129	4.05824	1330.59229	978.28046	3.14942	689.97290	1192.97144	3.33338	475.11801	1053.17468	2.29390	835.64832	602.72607	3.24756	380.01596	1315.02954	3.67469	1263.18176	362.48022	2.85486
Inf	0.45041	-0.00250	1135.91504	1284.23755	4.05889	1331.10547	978.12640	3.14628	689.77454	1193.64941	3.28015	475.13312	1052.85168	2.30525	835.63708	603.20361	3.26300	380.07837	1314.78442	10.28350	1263.95923	362.14331	2.88215
Inf	0.45041	-0.00250	1135.91162	1284.22864	4.05841	1330.22437	977.57813	3.11467	689.77875	1194.25403	3.28202	475.17679	1053.42822	2.30408	835.98425	602.36121	3.29163	380.12964	1314.90674	-6.28351	1263.37793	363.22656	2.86879
Inf	0.45041	-0.00250	1135.92346	1284.24255	4.06108	1330.82690	978.51556	3.11684	688.38519	1194.67017	3.38242	474.38818	1053.46887	2.31586	835.47998	601.94287	3.30596	380.10876	1314.96118	4.16371	1262.88232	362.41650	2.88953
Inf	0.45041	-0.00250	1135.91443	1284.24951	4.05881	1330.49524	977.93835	3.14261	688.69647	1195.23376	3.17055	474.28436	1053.29688	2.31065	835.91968	602.20215	3.30604	380.25482	1314.95947	-0.36179	1262.79089	361.85083	2.89215
Inf	0.45041	-0.00250	1135.91589	1284.26904	4.06092	1330.71265	978.59369	3.14611	688.66650	1195.97900	3.17840	473.97324	1052.78760	2.29556	835.74414	601.25586	3.30574	380.21078	1314.83838	6.85422	1262.90649	362.38428	2.90038
Inf	0.45041	-0.00250	1135.91870	1284.28149	4.06353	1330.21338	978.36432	3.12675	688.85205	1196.58618	3.11326	474.02667	1052.54517	2.31287	837.10138	601.27295	3.33385	380.15329	1314.68823	4.42808	1263.20093	362.21362	2.93084
Inf	0.45041	-0.00250	1135.91943	1284.28247	4.06308	1330.78870	978.44025	3.11393	688.36621	1196.80762	3.12518	474.10263	1053.21973	2.32911	837.37756	600.72424	3.38831	380.05673	1314.91943	6.73737	1264.14966	362.53931	2.91799
Inf	0.45041	-0.00250	1135.92615	1284.27856	4.06258	1330.36023	979.59277	3.11765	688.67444	1197.02466	3.38528	473.05063	1052.74475	2.31466	836.50720	600.39087	3.38211	380.19821	1314.64722	3.55578	1265.64990	363.14868	2.91422
Inf	0.45041	-0.00250	1135.92505	1284.25574	4.06151	1330.24231	979.20325	3.14068	688.79858	1196.89771	3.37604	472.72369	1052.56665	2.28118	837.05231	600.56543	3.35186	380.06866	1314.99048	-2.77342	1265.74512	363.63550	2.89811
Inf	0.45041	-0.00250	1135.92676	1284.23340	4.06218	1328.88745	979.91992	3.16661	688.31110	1197.66614	3.17025	473.09595	1052.70154	2.29949	837.47302	600.86768	3.37233	380.19681	1314.84863	8.68209	1266.41370	362.96509	2.85743
Inf	0.45041	-0.00250	1135.92163	1284.23047	4.06110	1329.29614	979.71057	3.14812	689.05884	1197.55737	3.38120	472.15723	1052.75073	2.29754	838.10205	600.77893	3.33316	380.12280	1314.98145	1.46760	1266.97559	362.03711	2.87380
Inf	0.45041	-0.00250	1135.91821	1284.22339	4.06151	1330.19019	979.99207	3.13831	688.65393	1197.55200	3.34457	471.58456	1052.52368	2.29714	837.46082	600.93872	3.34989	380.10205	1315.02612	6.15430	1266.11609	361.92432	2.90636
