Inf	30.45038	24327.67150	1136.07031	1283.84583	4.07249	1346.41931	978.47882	3.79484	690.97961	1199.41187	4.84698	483.35538	1041.10815	3.89985	828.21350	607.36938	4.09729	353.74860	1319.18555	0.04024	1274.56482	364.69629	4.01318
Inf	30.45038	24327.67150	1136.07324	1283.70410	4.07230	1346.71460	978.11218	3.80642	691.54828	1199.91968	4.69216	483.01154	1040.33557	3.97817	827.65070	607.30261	4.07312	353.45248	1318.99463	0.12918	1275.05225	364.67627	3.98594
Inf	30.45038	24327.67150	1136.12354	1283.87122	4.06980	1345.72852	978.10144	3.80999	690.90063	1200.23657	4.71097	483.19724	1040.17212	3.96777	827.73517	607.77686	4.07107	353.44305	1319.07813	0.12574	1274.76758	364.25049	3.99837
Inf	30.45038	24327.67150	1136.04370	1283.66992	4.06600	1345.90942	976.95392	3.80401	690.96686	1199.37036	4.79238	482.49280	1040.82214	4.01059	828.10901	608.13062	4.07419	353.42682	1318.94775	0.16303	1275.48242	364.19995	4.01035
Inf	30.45038	24327.67150	1136.15686	1283.85193	4.06386	1345.67834	977.69464	3.77907	691.21057	1198.86035	4.82353	483.04733	1040.23535	4.00257	828.12744	608.41467	4.08860	353.62610	1319.01367	0.03238	1275.41443	364.38794	3.99486
Inf	30.45038	24327.67150	1136.04150	1283.70239	4.06424	1345.05017	977.21533	3.80121	691.51758	1199.04785	4.70145	482.19379	1041.20410	4.00751	827.03082	608.19922	4.07855	353.72168	1319.07007	0.13145	1275.69836	363.81323	3.99693
Inf	30.45038	24327.67150	1136.13892	1283.82593	4.06712	1345.72705	976.92676	3.80808	692.14825	1199.32996	4.55612	481.35699	1040.71582	4.01874	826.90363	608.73779	4.07815	353.41867	1319.19238	0.93365	1275.57056	364.58887	3.98202
Inf	30.45038	24327.67150	1136.10217	1283.74292	4.06868	1345.59314	976.50537	3.75855	692.61731	1199.32410	4.71381	481.19745	1040.44568	3.99356	827.43243	609.07031	4.07236	353.98969	1319.11816	-0.00977	1275.12000	364.98535	4.01613
Inf	30.45038	24327.67150	1136.10315	1283.81506	4.07023	1345.43481	976.51660	3.78361	693.51123	1199.21313	4.77392	482.74185	1041.28284	4.00851	828.24573	607.98145	4.07697	353.86884	1318.98608	-0.45768	1275.59875	365.34521	3.98540
Inf	30.45038	24327.67150	1136.11743	1283.77563	4.06992	1345.04224	976.49329	3.81143	693.69324	1198.81238	4.52571	484.50021	1041.87170	3.97837	829.15076	607.34277	4.07866	353.98596	1318.98657	0.05028	1275.14233	365.45898	3.98705
