Inf	21.69999	0.00025	1651.45520	296.35965	9.35023	617.21387	758.19073	9.39826	1483.64136	815.61682	9.32178	607.37915	1408.61096	9.36377	317.81116	359.90137	9.42560	1077.91956	801.14575	9.27838
Inf	21.69999	0.00025	1651.43726	296.38678	9.37926	617.21265	758.21918	9.40341	1483.77588	815.77069	9.33653	607.72571	1408.38342	9.39591	317.71027	360.05212	9.46705	1077.08545	801.78235	9.35467
Inf	21.69999	0.00025	1651.44751	296.36963	9.38511	617.21393	758.19525	9.39280	1483.48364	816.06610	9.36185	607.95551	1409.30103	9.47774	317.38330	359.86499	9.47607	1076.56641	802.18628	9.34339
Inf	21.69999	0.00025	1651.43896	296.36002	9.38401	617.21545	758.19006	9.41459	1483.39771	815.81006	9.28940	607.36566	1409.89600	9.43831	317.00909	359.78125	9.53162	1077.46326	802.15479	9.38884
Inf	21.69999	0.00025	1651.47253	296.35098	9.38831	617.22821	758.18317	9.41488	1483.96619	815.10974	9.32095	606.81232	1410.04102	9.44186	317.31964	359.72827	9.48490	1078.73816	802.11414	9.33985
Inf	21.69999	0.00025	1651.47607	296.33685	9.37555	617.24420	758.15497	9.40667	1483.42163	814.32043	9.30441	606.86700	1409.38721	9.40168	317.54120	359.41272	9.46284	1079.56909	801.67542	9.22149
Inf	21.69999	0.00025	1651.47754	296.29956	9.35556	617.25836	758.14233	9.40316	1483.00525	814.59882	9.28302	606.74371	1409.33337	9.37103	317.50732	358.93604	9.46721	1079.07849	801.21228	9.26559
Inf	21.69999	0.00025	1651.49915	296.33325	9.35081	617.26331	758.14343	9.40043	1483.34302	814.76086	9.26980	607.13666	1410.34851	9.44950	317.96716	358.64392	9.42038	1078.70850	801.62964	9.29292
Inf	21.69999	0.00025	1651.48608	296.35233	9.34225	617.25391	758.14777	9.38922	1483.87061	814.92981	9.28188	607.25256	1410.71667	9.44217	317.65271	358.66614	9.39147	1078.34021	801.30396	9.32912
Inf	21.69999	0.00025	1651.46118	296.37247	9.31237	617.23505	758.19385	9.36570	1483.86340	814.88373	9.29636	607.15723	1411.19971	9.42911	317.23877	359.41162	9.39649	1078.33667	801.05603	9.21567
Inf	21.69999	0.00025	1651.44775	296.36609	9.30453	617.21619	758.18768	9.35907	1483.68665	815.13855	9.22653	607.29187	1411.09558	9.38167	317.09174	358.76965	9.43870	1078.39514	801.24561	9.18604
Inf	21.69999	0.00025	1651.43481	296.39294	9.30218	617.20618	758.20868	9.35454	1482.80408	815.20404	9.25118	607.08765	1411.29565	9.36553	317.26227	359.23718	9.42999	1077.70410	801.66907	9.25827
Inf	21.69999	0.00025	1651.42700	296.39783	9.29401	617.20160	758.22131	9.34606	1481.66150	815.06573	9.27833	607.31482	1411.13953	9.42159	317.47736	359.64746	9.43422	1077.86157	801.68970	9.24806
Inf	21.69999	0.00025	1651.44824	296.37399	9.30436	617.21216	758.19855	9.35766	1481.97876	815.07440	9.25832	608.21661	1411.22583	9.32395	317.37354	359.22107	9.44308	1078.16565	801.97913	9.26724
Inf	21.69999	0.00025	1651.47681	296.35135	9.33573	617.23145	758.17194	9.38467	1483.02576	815.25513	9.29804	608.98462	1410.86548	9.43309	317.61826	359.26184	9.43347	1078.09277	800.89441	9.30299
Inf	21.69999	0.00025	1651.48645	296.35089	9.35050	617.25665	758.15857	9.39439	1483.55396	815.72839	9.30026	608.60596	1410.55737	9.38054	317.14261	359.01477	9.49255	1077.83325	800.21948	9.30168
Inf	21.69999	0.00025	1651.50415	296.32852	9.37472	617.26996	758.11804	9.40312	1483.71863	815.92603	9.36515	607.44250	1410.22705	9.44094	317.10712	359.12012	9.46705	1077.56641	800.20532	9.32688
Inf	21.69999	0.00025	1651.50000	296.31882	9.39344	617.26367	758.10425	9.40451	1483.38281	815.94336	9.37500	607.14331	1410.51306	9.44005	317.30774	359.25928	9.47452	1077.67603	801.00195	9.37686
Inf	21.69999	0.00025	1651.48999	296.37402	9.39803	617.25354	758.14752	9.40658	1483.32336	815.74493	9.36452	607.33368	1410.24646	9.57717	317.51666	359.01135	9.46268	1078.05188	800.77649	9.34109
Inf	21.69999	0.00025	1651.49438	296.36884	9.40440	617.23547	758.15564	9.40590	1482.91736	816.24298	9.37276	607.48126	1409.87488	9.53508	317.48340	359.12988	9.46924	1077.98840	800.76587	9.36711
Inf	21.69999	0.00025	1651.45947	296.37897	9.39541	617.20905	758.17224	9.39996	1482.97559	815.68512	9.34916	607.64502	1409.57568	9.44881	317.43945	359.16895	9.46518	1077.76648	800.87524	9.33174
Inf	21.69999	0.00025	1651.43115	296.42267	9.37844	617.19128	758.21246	9.40988	1483.09644	816.24292	9.34635	607.25580	1409.12329	9.43793	317.15402	359.06958	9.47964	1077.72681	800.67676	9.32344
Inf	21.69999	0.00025	1651.46387	296.41132	9.34967	617.21387	758.19885	9.39842	1484.22229	816.10394	9.30209	607.27808	1409.48486	9.36753	317.24225	359.56787	9.47919	1077.74060	800.72009	9.27699
Inf	21.69999	0.00025	1651.46313	296.38858	9.30834	617.22028	758.20410	9.35639	1484.02722	815.75177	9.22084	607.02325	1409.02991	9.31829	317.58707	359.99536	9.43011	1077.05786	801.28662	9.33626
Inf	21.69999	0.00025	1651.46094	296.40201	9.26431	617.21344	758.20520	9.31240	1484.34534	815.95032	9.21801	607.33484	1408.73694	9.28327	317.90012	360.05615	9.35450	1077.01416	801.20764	9.17183
Inf	21.69999	0.00025	1651.50696	296.37549	9.24988	617.26373	758.17419	9.29125	1484.51794	815.26654	9.19980	607.94580	1408.30420	9.27452	318.11636	359.87292	9.27149	1077.68665	800.68066	9.18491
Inf	21.69999	0.00025	1651.50122	296.32886	9.25646	617.26733	758.13147	9.30701	1483.81396	815.08075	9.18638	607.17078	1407.44836	9.28277	317.80945	359.80688	9.32167	1077.67468	800.07007	9.20085
Inf	21.69999	0.00025	1651.48975	296.35382	9.28627	617.25702	758.15771	9.33512	1483.56555	814.98401	9.19657	607.55078	1408.72986	9.28155	317.11737	360.15320	9.41383	1077.87964	800.76978	9.22571
Inf	21.69999	0.00025	1651.50256	296.32300	9.33846	617.26746	758.13745	9.38346	1483.37720	815.30115	9.25739	607.47522	1408.85107	9.35557	316.85468	359.90881	9.49265	1078.78186	800.79980	9.27283
Inf	21.69999	0.00025	1651.47705	296.32397	9.39249	617.23553	758.13672	9.39627	1483.96497	815.26917	9.31412	608.08081	1409.17578	9.48099	316.34811	360.34851	9.56050	1078.84583	800.82227	9.33429
Inf	21.69999	0.00025	1651.44946	296.37164	9.41611	617.20917	758.17517	9.46374	1483.95483	814.60840	9.33379	608.75037	1409.32532	9.55816	316.95648	360.60754	9.48631	1079.02466	800.15576	9.34611
